房屋户型,所在楼层,建筑面积,户型结构,套内面积,建筑类型,房屋朝向,建筑结构,装修情况,梯户比例,配备电梯,产权年限,挂牌时间,交易权属,上次交易,房屋用途,房屋年限,产权所属,抵押信息,房本备件,小区名称,所在区域,二级区域,单价(元/平米),总价(万元)
2室2厅1厨1卫,中楼层 (共7层),87㎡,暂无数据,暂无数据,暂无数据,南,未知结构,毛坯,一梯十七户,暂无数据,70年,2019/10/19,商品房,暂无数据,普通住宅,暂无数据,非共有,无抵押,未上传房本照片,朝南康城,清城区,清城,6897,60
3室2厅1厨1卫,高楼层 (共6层),85.32㎡,暂无数据,85.32㎡,暂无数据,西南,未知结构,精装,一梯两户,暂无数据,70年,2019/10/19,商品房,2019/10/2,普通住宅,未满两年,非共有,无抵押,已上传房本照片,笔架中路,清城区,清城,5861,50
3室2厅1厨2卫,高楼层 (共30层),115㎡,暂无数据,暂无数据,平房,东北,钢混结构,精装,三梯八户,有,70年,2018/12/27,商品房,暂无数据,普通住宅,暂无数据,非共有,无抵押,未上传房本照片,金业名居,清城区,城西商贸区,8435,97
3室2厅1厨2卫,中楼层 (共30层),108㎡,暂无数据,暂无数据,暂无数据,东南,钢混结构,其他,两梯四户,有,70年,2019/1/15,商品房,暂无数据,普通住宅,暂无数据,暂无数据,暂无数据,未上传房本照片,万豪水晶湾一期,清城区,横荷,8704,94
4室2厅1厨2卫,中楼层 (共19层),126㎡,暂无数据,105.6㎡,塔楼,南,钢混结构,毛坯,两梯四户,有,70年,2019/6/8,商品房,2008/1/15,普通住宅,满五年,非共有,有抵押 15万元 客户偿还,已上传房本照片,东城御峰花园,清城区,清城,7778,98
2室2厅1厨1卫,中楼层 (共27层),78.9㎡,暂无数据,暂无数据,暂无数据,南,未知结构,精装,两梯六户,有,70年,2019/7/16,商品房,暂无数据,普通住宅,暂无数据,非共有,有抵押,未上传房本照片,隽园,清城区,新城,10140,80
3室2厅1厨2卫,低楼层 (共8层),144㎡,暂无数据,暂无数据,暂无数据,南 北,框架结构,精装,一梯两户,无,70年,2019/7/31,商品房,暂无数据,普通住宅,暂无数据,非共有,无抵押,未上传房本照片,清远第一城,清城区,新城,5417,78
3室1厅1厨2卫,中楼层 (共8层),84.78㎡,暂无数据,暂无数据,平房,西北,钢混结构,简装,一梯四户,无,70年,2019/8/20,商品房,暂无数据,普通住宅,暂无数据,暂无数据,暂无数据,未上传房本照片,龙腾阁,清城区,新城,5403,45.8
4室2厅1厨2卫,高楼层 (共29层),145.03㎡,暂无数据,118.74㎡,暂无数据,南,未知结构,毛坯,两梯四户,有,70年,2019/8/21,商品房,2014/6/9,普通住宅,满五年,非共有,无抵押,已上传房本照片,湖景湾东区,清城区,清城,8619,125
2室2厅1厨1卫,中楼层 (共30层),76㎡,暂无数据,暂无数据,塔楼,北,钢混结构,毛坯,两梯六户,有,70年,2019/8/27,商品房,暂无数据,普通住宅,暂无数据,非共有,有抵押,未上传房本照片,朝南维港半岛,清城区,新城,9869,75
4室2厅1厨2卫,中楼层 (共18层),111.59㎡,暂无数据,94.64㎡,塔楼,西南,钢混结构,精装,两梯五户,有,70年,2019/9/1,商品房,2015/4/9,普通住宅,满两年,非共有,有抵押,已上传房本照片,东城御峰花园,清城区,清城,8783,98
3室2厅1厨1卫,低楼层 (共24层),88.67㎡,暂无数据,暂无数据,塔楼,西北,钢混结构,毛坯,两梯四户,有,70年,2019/9/9,商品房,暂无数据,普通住宅,暂无数据,非共有,无抵押,未上传房本照片,万商豪苑二期,清城区,城西商贸区,8233,73
3室2厅1厨2卫,低楼层 (共26层),115.36㎡,暂无数据,暂无数据,塔楼,东北,钢混结构,毛坯,一梯四户,暂无数据,70年,2019/9/10,商品房,暂无数据,普通住宅,暂无数据,非共有,无抵押,未上传房本照片,汇丰花园,清城区,樵顺生活圈,7455,86
3室2厅1厨2卫,低楼层 (共24层),126.06㎡,暂无数据,108.15㎡,平房,东南,钢混结构,毛坯,八梯六户,有,70年,2019/9/17,商品房,2019/6/3,普通住宅,未满两年,非共有,有抵押,已上传房本照片,凯伦堡,清新区,清新,6251,78.8
3室1厅1厨2卫,低楼层 (共31层),96.25㎡,暂无数据,暂无数据,暂无数据,北,未知结构,毛坯,两梯五户,有,70年,2019/9/25,商品房,暂无数据,普通住宅,暂无数据,非共有,有抵押,未上传房本照片,湖景湾,清城区,清城,8312,80
2室2厅1厨1卫,中楼层 (共17层),75.86㎡,暂无数据,暂无数据,暂无数据,西,未知结构,精装,三梯十二户,有,70年,2019/9/26,商品房,2017/7/4,普通住宅,满两年,共有,有抵押,已上传房本照片,美汇半岛,清城区,清城,8964,68
3室2厅1厨2卫,高楼层 (共15层),108㎡,暂无数据,暂无数据,平房,南,框架结构,其他,两梯七户,有,70年,2019/10/20,商品房,暂无数据,普通住宅,暂无数据,暂无数据,暂无数据,未上传房本照片,景隆大厦,清城区,新城,6186,66.8
3室2厅1厨2卫,中楼层 (共32层),131.36㎡,暂无数据,暂无数据,板楼,南,钢混结构,毛坯,两梯四户,有,70年,2019/10/21,商品房,暂无数据,普通住宅,暂无数据,非共有,暂无数据,未上传房本照片,东方天城,清城区,新城,9669,127
2室2厅1厨1卫,低楼层 (共31层),85㎡,暂无数据,暂无数据,暂无数据,东,框架结构,其他,一梯六户,有,70年,2019/10/21,商品房,暂无数据,普通住宅,暂无数据,暂无数据,暂无数据,未上传房本照片,胜利雅苑,清城区,清城,9412,80
2室1厅1厨1卫,中楼层 (共31层),78㎡,暂无数据,暂无数据,暂无数据,南,框架结构,其他,一梯六户,有,70年,2019/10/21,商品房,暂无数据,普通住宅,暂无数据,暂无数据,暂无数据,未上传房本照片,胜利雅苑,清城区,清城,9616,75
4室2厅1厨3卫,低楼层 (共27层),141㎡,暂无数据,暂无数据,板楼,西北,钢混结构,毛坯,两梯五户,有,70年,2019/10/22,商品房,暂无数据,普通住宅,暂无数据,暂无数据,有抵押 58万元 客户偿还,未上传房本照片,恒祥华苑,清城区,清城,8710,122.8
4室2厅1厨2卫,低楼层 (共29层),126.8㎡,暂无数据,暂无数据,塔楼,东,钢混结构,毛坯,两梯六户,有,70年,2019/10/23,商品房,暂无数据,普通住宅,暂无数据,非共有,有抵押 30万元,未上传房本照片,名德幸福里,清城区,清城,7729,98
3室2厅1厨2卫,低楼层 (共26层),104㎡,暂无数据,暂无数据,暂无数据,北,未知结构,毛坯,一梯四户,暂无数据,70年,2019/10/25,商品房,暂无数据,普通住宅,暂无数据,非共有,有抵押 54万元,未上传房本照片,汇丰花园,清城区,樵顺生活圈,8077,84
1室1厅1厨1卫,中楼层 (共22层),40.27㎡,暂无数据,暂无数据,塔楼,南,钢混结构,毛坯,两梯十七户,有,70年,2019/10/14,商品房,暂无数据,普通住宅,暂无数据,非共有,无抵押,未上传房本照片,碧水康桥花园,清城区,城西商贸区,7152,28.8
3室2厅1厨1卫,中楼层 (共9层),69.43㎡,暂无数据,暂无数据,暂无数据,南,未知结构,其他,一梯两户,暂无数据,70年,2019/10/24,商品房,暂无数据,普通住宅,暂无数据,暂无数据,暂无数据,未上传房本照片,麦围二街,清城区,清城,3745,26
3室2厅1厨1卫,低楼层 (共34层),81㎡,暂无数据,暂无数据,平房,北,钢混结构,精装,两梯六户,有,70年,2019/10/27,商品房,暂无数据,普通住宅,暂无数据,暂无数据,有抵押 28万元 客户偿还,未上传房本照片,时代倾城西区,清城区,清城,8494,68.8
4室2厅1厨2卫,中楼层 (共9层),148.65㎡,暂无数据,暂无数据,板塔结合,北,未知结构,毛坯,一梯四户,暂无数据,70年,2019/10/27,商品房,暂无数据,普通住宅,暂无数据,暂无数据,暂无数据,未上传房本照片,弘福花园,清城区,新城,6593,98
3室2厅1厨2卫,中楼层 (共32层),113.65㎡,暂无数据,暂无数据,塔楼,南,钢混结构,毛坯,两梯八户,有,70年,2019/10/28,商品房,暂无数据,普通住宅,暂无数据,非共有,有抵押,未上传房本照片,万豪水晶湾二期,清城区,横荷,8799,100
2室2厅1厨1卫,中楼层 (共32层),71.25㎡,暂无数据,暂无数据,塔楼,东,钢混结构,其他,两梯六户,有,70年,2019/10/29,商品房,暂无数据,普通住宅,暂无数据,暂无数据,暂无数据,未上传房本照片,恒大金碧天下,清新区,清新,5193,37
2室2厅1厨1卫,中楼层 (共32层),81.88㎡,暂无数据,暂无数据,塔楼,东北,钢混结构,其他,两梯六户,有,70年,2019/10/30,商品房,暂无数据,普通住宅,暂无数据,暂无数据,暂无数据,未上传房本照片,恒大金碧天下,清新区,清新,4641,38
3室2厅1厨2卫,低楼层 (共34层),92㎡,暂无数据,暂无数据,平房,南,钢混结构,精装,两梯六户,有,70年,2019/10/30,商品房,暂无数据,普通住宅,暂无数据,暂无数据,无抵押,未上传房本照片,时代倾城西区,清城区,清城,8479,78
4室2厅1厨2卫,低楼层 (共35层),127㎡,暂无数据,暂无数据,塔楼,南,钢混结构,精装,两梯五户,有,70年,2019/10/30,商品房,暂无数据,普通住宅,暂无数据,非共有,有抵押,未上传房本照片,万科华府,清城区,新城,9449,120
3室2厅1厨2卫,低楼层 (共34层),99.62㎡,暂无数据,暂无数据,塔楼,南,钢混结构,毛坯,两梯四户,有,70年,2019/10/30,商品房,暂无数据,普通住宅,暂无数据,暂无数据,无抵押,未上传房本照片,清远保利天汇,清城区,清城,9537,95
3室2厅1厨1卫,中楼层 (共34层),81㎡,暂无数据,暂无数据,平房,东北,钢混结构,精装,两梯六户,有,70年,2019/10/30,商品房,暂无数据,普通住宅,暂无数据,暂无数据,有抵押,未上传房本照片,时代倾城西区,清城区,清城,8025,65
3室2厅1厨2卫,中楼层 (共26层),133.17㎡,暂无数据,暂无数据,塔楼,南,钢混结构,毛坯,两梯五户,有,70年,2019/10/31,商品房,暂无数据,普通住宅,暂无数据,暂无数据,无抵押,未上传房本照片,云山诗意花园一期,清城区,横荷,7885,105
4室2厅1厨3卫,中楼层 (共27层),166.87㎡,暂无数据,暂无数据,暂无数据,东南 南,未知结构,精装,两梯五户,有,70年,2019/11/2,商品房,暂无数据,普通住宅,暂无数据,暂无数据,暂无数据,未上传房本照片,阳光嘉园,清城区,清城,8990,150
1室1厅1厨1卫,中楼层 (共22层),47.24㎡,暂无数据,34.22㎡,塔楼,北,钢混结构,简装,两梯十七户,有,70年,2019/4/7,商品房,2006/6/8,普通住宅,满五年,非共有,无抵押,已上传房本照片,碧水康桥花园,清城区,城西商贸区,6986,33
2室2厅1厨1卫,中楼层 (共15层),78.4㎡,暂无数据,暂无数据,塔楼,东南,钢混结构,简装,两梯四户,有,70年,2019/8/14,商品房,暂无数据,普通住宅,暂无数据,非共有,无抵押,未上传房本照片,东城御峰花园,清城区,清城,8228,64.5
4室2厅1厨3卫,低楼层 (共16层),158.8㎡,暂无数据,130.31㎡,平房,南,钢混结构,精装,一梯两户,有,70年,2018/11/1,商品房,2011/3/24,普通住宅,满五年,共有,有抵押 客户偿还,已上传房本照片,和富夏阁,清城区,清城,11021,175
4室2厅1厨2卫,中楼层 (共18层),149.65㎡,暂无数据,暂无数据,暂无数据,南 北,未知结构,精装,两梯四户,有,70年,2018/11/12,商品房,暂无数据,普通住宅,暂无数据,非共有,有抵押,未上传房本照片,碧桂园山湖城峰景,清城区,清城,8153,122
3室2厅1厨2卫,中楼层 (共18层),97.63㎡,暂无数据,79.57㎡,板塔结合,南,钢混结构,毛坯,两梯四户,有,70年,2019/1/9,商品房,2016/12/7,普通住宅,满两年,非共有,有抵押 中国农业银行 客户偿还,已上传房本照片,保利花园,清新区,清新,7478,73
3室2厅1厨2卫,高楼层 (共30层),151.41㎡,暂无数据,126.68㎡,平房,南,框架结构,精装,两梯六户,有,70年,2019/3/21,商品房,2017/7/24,普通住宅,满两年,共有,有抵押,已上传房本照片,金碧湾花园,清城区,清城,10898,165
3室2厅1厨2卫,中楼层 (共28层),135.4㎡,暂无数据,110.8㎡,板塔结合,东,钢混结构,精装,四梯十户,有,70年,2019/3/25,商品房,2009/9/18,普通住宅,满五年,共有,无抵押,已上传房本照片,君安大厦,清城区,新城,7017,95
3室2厅1厨1卫,中楼层 (共8层),105㎡,暂无数据,暂无数据,暂无数据,南,未知结构,简装,一梯两户,无,70年,2019/3/27,商品房,暂无数据,普通住宅,暂无数据,非共有,无抵押,未上传房本照片,松鹤苑,清城区,清城,5410,56.8
3室2厅1厨2卫,高楼层 (共7层),131.47㎡,暂无数据,116.3㎡,塔楼,南,钢混结构,精装,一梯两户,无,70年,2019/4/3,商品房,2015/5/1,普通住宅,满两年,非共有,无抵押,已上传房本照片,美林宏景新城,清新区,清城,5097,67
3室1厅1厨1卫,高楼层 (共8层),73.79㎡,暂无数据,73.79㎡,暂无数据,东,未知结构,简装,一梯两户,暂无数据,70年,2019/4/15,商品房,1994/8/3,普通住宅,满五年,非共有,无抵押,已上传房本照片,滨江路,清新区,清新,5259,38.8
2室2厅1厨2卫,中楼层 (共8层),110.14㎡,暂无数据,101.98㎡,塔楼,东南,钢混结构,精装,一梯十三户,暂无数据,70年,2019/5/20,商品房,2004/12/31,普通住宅,满五年,非共有,无抵押,已上传房本照片,沿江大厦,清城区,清城,5448,60
2室2厅1厨1卫,高楼层 (共17层),78.48㎡,暂无数据,暂无数据,暂无数据,西南,未知结构,精装,三梯十二户,有,70年,2019/6/14,商品房,2017/7/4,普通住宅,满两年,非共有,有抵押,已上传房本照片,美汇半岛,清城区,清城,10194,80
5室2厅1厨3卫,高楼层 (共11层),184.33㎡,暂无数据,158.81㎡,平房,南,钢混结构,精装,两梯两户,有,70年,2019/6/21,商品房,2009/10/21,普通住宅,满五年,非共有,有抵押 30万元,已上传房本照片,西环雅苑,清城区,清城,6782,125
2室2厅1厨1卫,中楼层 (共30层),92.24㎡,暂无数据,79.15㎡,暂无数据,南,混合结构,毛坯,两梯六户,有,70年,2019/6/24,商品房,2015/9/24,普通住宅,满两年,非共有,有抵押 业主自还,已上传房本照片,帝景豪园,清城区,新城,8131,75
3室2厅1厨2卫,中楼层 (共7层),107.85㎡,暂无数据,暂无数据,暂无数据,南,未知结构,简装,一梯一户,暂无数据,70年,2019/7/6,商品房,暂无数据,普通住宅,暂无数据,非共有,有抵押 12万元 中国工商银行 业主自还,未上传房本照片,农商街永和楼,清城区,城西商贸区,5545,59.8
3室2厅1厨2卫,高楼层 (共18层),98㎡,暂无数据,79.57㎡,暂无数据,南,钢混结构,毛坯,两梯四户,有,70年,2019/8/21,商品房,2015/12/2,普通住宅,满两年,共有,无抵押,已上传房本照片,保利花园,清新区,清新,7347,72
4室2厅1厨2卫,中楼层 (共8层),122㎡,暂无数据,暂无数据,暂无数据,东,未知结构,简装,一梯两户,暂无数据,70年,2019/9/7,商品房,暂无数据,普通住宅,暂无数据,非共有,无抵押,未上传房本照片,顺景新邨,清新区,清新,4591,56
3室2厅1厨1卫,中楼层 (共8层),117.01㎡,暂无数据,暂无数据,暂无数据,南,未知结构,简装,一梯四户,暂无数据,70年,2019/9/20,商品房,暂无数据,普通住宅,暂无数据,非共有,无抵押,未上传房本照片,学宫街1.3.5号,清城区,清城,4957,58
3室2厅1厨2卫,中楼层 (共12层),114.04㎡,暂无数据,暂无数据,塔楼,东南,钢混结构,精装,一梯两户,有,70年,2019/9/21,商品房,暂无数据,普通住宅,暂无数据,非共有,有抵押 25万元,未上传房本照片,东城御峰花园,清城区,清城,6139,70
3室2厅1厨2卫,中楼层 (共35层),104.25㎡,暂无数据,暂无数据,塔楼,北,钢混结构,精装,两梯六户,有,70年,2019/10/20,商品房,暂无数据,普通住宅,暂无数据,非共有,有抵押,未上传房本照片,万科华府,清城区,新城,9209,96
3室2厅1厨2卫,中楼层 (共22层),117㎡,暂无数据,暂无数据,板塔结合,西北,钢混结构,精装,一梯六户,暂无数据,70年,2019/10/22,商品房,暂无数据,普通住宅,暂无数据,共有,有抵押,未上传房本照片,永信大厦,清城区,新城,7693,90
2室2厅1厨1卫,低楼层 (共31层),75.31㎡,暂无数据,暂无数据,塔楼,东北,钢混结构,精装,两梯四户,有,70年,2019/10/22,商品房,暂无数据,普通住宅,暂无数据,非共有,无抵押,未上传房本照片,恒福国际公馆,清城区,新城,9136,68.8
3室2厅1厨1卫,高楼层 (共22层),87㎡,暂无数据,暂无数据,塔楼,东南,钢混结构,毛坯,两梯六户,有,70年,2019/10/22,商品房,暂无数据,普通住宅,暂无数据,共有,有抵押,未上传房本照片,新中美·帝景湾花园,清城区,清城,6552,57
2室2厅1厨1卫,低楼层 (共17层),75.96㎡,暂无数据,暂无数据,暂无数据,东南,未知结构,精装,三梯十二户,有,70年,2019/10/24,商品房,暂无数据,普通住宅,暂无数据,非共有,有抵押 18万元 农业银行 业主自还,未上传房本照片,美汇半岛,清城区,清城,9874,75
3室2厅1厨2卫,低楼层 (共28层),111.21㎡,暂无数据,暂无数据,塔楼,南,钢混结构,毛坯,两梯五户,有,70年,2019/10/25,商品房,暂无数据,普通住宅,暂无数据,非共有,无抵押,未上传房本照片,万豪水晶湾二期,清城区,横荷,8723,97
3室2厅1厨2卫,低楼层 (共32层),106.71㎡,暂无数据,暂无数据,塔楼,南,钢混结构,毛坯,两梯八户,有,70年,2019/10/25,商品房,暂无数据,普通住宅,暂无数据,非共有,有抵押,未上传房本照片,万豪水晶湾二期,清城区,横荷,8903,95
3室2厅1厨2卫,高楼层 (共32层),101.89㎡,暂无数据,暂无数据,塔楼,西,钢混结构,精装,两梯六户,有,70年,2019/10/26,商品房,暂无数据,普通住宅,暂无数据,非共有,有抵押,未上传房本照片,恒大金碧天下,清新区,清新,5202,53
